,Correlation,p-value,L1 Loss
5760e879a2d2ab2160dc827f2dd9fa8b,0.328,0.001,0.92
3fc504580ad8291b7d6b5bc1d28b3314,0.298,0.003,0.82
b900ea95f02cc5d27794cb688fb2db2e,0.312,0.002,0.78
7b2cbc4523600de7141361e90677e9dc,0.403,0.0,0.89
126199ca81c24c5ab6614a909c155eb2,0.631,0.0,0.95
34d39da955f2422c21b68ff0b030d548,0.465,0.0,0.82
0de68c91704d41fe628b8ffee676964a,0.279,0.005,1.02
da694acef6784ea795489a9a6c4317d0,0.325,0.001,0.91
544f72615b27b24cda81993835f65f02,0.563,0.0,0.85
ba5d74c1ce76da7e51f709e668565a35,-0.007,0.942,1.3
a333821aebb56673073b907bb00ee3e3,0.409,0.0,0.73
dd75528072081983b569e8d6defe8530,0.329,0.001,0.83
d1964127215d7cec16e1853c6198997c,0.643,0.0,0.89
5741e6ba124242c181690e4027f7c2e9,0.397,0.0,0.9
66edeefaf505971139d83e74f9beba95,0.516,0.0,0.63
8ec4eee59c1897cef3a44f311ac24f08,0.394,0.0,1.11
7e62093a18ed621a2dca7876dc591cc0,0.516,0.0,0.83
431b357f6cce8e8a9166c3838c0b545d,0.214,0.032,1.13
d2b6d1135260865aa1f7ecb5a7ba83eb,0.682,0.0,0.53
d226d8688699c598960924950df9a830,0.48,0.0,0.96
49e391b4369575c029b49d65eecdbe53,0.57,0.0,0.88
ae45be3a499b1bf80d5299686bb25d26,0.426,0.0,0.89
7eaa36752bccce478ab5ee651fcc4d68,0.37,0.0,1.06
35bfb427f13ef9a5372220a34327fa50,0.49,0.0,0.91
4422f554fa202fda804bdd1c30573586,0.038,0.704,1.23
ddfd110c8b49282bb1e2157576ac4a13,0.525,0.0,0.76
e748d946577a44fa8397a11defe15f6e,0.746,0.0,0.78
67a7b1130ebcfe7823965b45d541cdc8,0.279,0.005,1.04
58aa9ab2de94f6baa363b1666ba87960,0.342,0.0,1.07
ba73bd8629e0fcbed8fbed2dac74976b,0.553,0.0,0.92
74b0fa00d06529e25eeaca27a0cbe9df,0.472,0.0,1.05
95142f77ca117dc835b3a1f433929c25,0.115,0.255,1.05
9535212880347a8ad301541bc5d2d42f,0.409,0.0,0.92
33494081974bc47b32b9a7eeb9e1b1d5,0.433,0.0,0.89
c60b40a9eefef51c7f7b27a4880fffde,0.403,0.0,0.99
ddd9df2f339482a07b121fa8e848bc02,0.303,0.002,0.86
45968e427e7f998ae957a02df8fb7996,0.557,0.0,1.05
191935ea5478a431278070a758a64658,0.629,0.0,0.81
48ad30846f10a1c8b75a5bf1c79fa05d,0.238,0.017,1.18
46adaa23daa144a23403f629021e68c9,0.371,0.0,0.89
93f831823322a69e25ec7cde9859868c,0.5,0.0,0.61
67108ce32009962caa2c62b4530c0dbb,0.39,0.0,0.96
d3ee533b78d3bbb6d85a7281bc69aa52,0.514,0.0,0.92
68176e5ae8cff78d2813faa9cdb780e2,0.308,0.002,0.95
87b5784c87908e0e421cc9be67240bb4,0.27,0.007,1.01
a3df174765350ac42d2e65c06f954539,0.248,0.013,1.03
70b88df16da4e85830a309a7dd46bfdd,0.54,0.0,0.96
8bb54e023603684e472ef29475419525,0.659,0.0,0.72
7b8c92977c4f15fd70734343e15159e7,0.504,0.0,0.6
41327869c8e992d58deff512fd0ca0c4,0.449,0.0,0.83
795de921111eab40c26d6a2c4b458535,0.588,0.0,0.81
36e3ac18499211ef3dbe356e2ae8c839,0.672,0.0,0.68
0100bf1ae60d7dbebf379291e14f2eda,0.162,0.107,1.01
c7795c3adf939abc23205c8f24a1692c,0.511,0.0,0.92
e3867d78018c6622db568dd21c0001f9,0.327,0.001,0.97
ab30e624e1ee99270b2caed32c1932fe,0.221,0.027,1.4
4a0813bbabc43035ef42070aabd39239,0.673,0.0,0.88
196ad93865c47b3d6e0f85aa511de85f,0.453,0.0,0.97
a0797153268037254e335c309bda167b,0.485,0.0,0.87
671eae916a380b7e4e9d269e20834ac3,0.318,0.001,0.82
ec8b8c8704d15f044c6c7bd119cc7026,0.679,0.0,0.75
818104464f7cc52a5d7d214e6efc1ef6,0.7,0.0,0.9
df4fe28bb3645c11b28b117af35ef5a6,0.555,0.0,0.94
527ed53d2ba3a3bc417b8402d5b2f556,0.374,0.0,0.78
e5b6a928a1b4c2d71217084293fd31ee,0.415,0.0,0.92
f2fda6adf891e5a80b5fc65c4fc1253a,0.496,0.0,0.88
d16a42bd432e76d3f5c1a2afc6e4c6a6,0.549,0.0,0.8
2a064882d541e18e3d70e910ddaaef95,0.633,0.0,0.66
0a27283d9b8aa9bd3e15f1798c287923,0.45,0.0,1.07
37a2a6f4cb42e033dcb8cace77ae9c83,0.188,0.062,1.05
da006c2b3afb341730806e38a09cc948,0.284,0.004,0.91
4eb13ddc80a4f95b39e765a85c44b27e,0.001,0.991,1.08
624a014225a41f5c487110ce18b018a7,0.464,0.0,1.01
cf405431ac1a07bcb257c7995612c58f,0.595,0.0,1.13
705283e51dd33fe17c4b13bfa4f58b6c,0.761,0.0,0.79
72d7377979a1a4f0524a6531c273b8df,0.617,0.0,0.88
2e74993b8bd0d6e236b8a0bc2927790f,0.649,0.0,0.67
e878a390ae2b05119b74262284237fba,0.673,0.0,0.96
0d67ecbeba5b8fc1982268ce2adbf0ba,0.331,0.001,1.02
6d820ae500999d96e81c0d9c92853208,0.589,0.0,0.86
94b00be922d5ac44be31df944252dd57,0.583,0.0,1.12
902f387e75b85410deb2a9c5b6bab4ac,0.549,0.0,0.82
19892cb318c66502b6ce887761f0e807,0.275,0.006,0.8
0034ec66f6e054a284719e0c705d3f22,0.43,0.0,1.01
dca0daad5dde6e1c51e6481cb15ac3b4,0.51,0.0,0.77
3d1795fb93edb0e2a4b9a2c50903342a,0.175,0.082,1.07
45cb6025b7517e60c2d0b9ff93626be1,0.505,0.0,0.84
6fe932df4ee6d440628c7448c08bc895,0.441,0.0,0.96
8d58c1728b17e1b0039ed3cc7bcceba4,0.485,0.0,1.0
6a3abc5e9762d16480aa34426fc84495,0.575,0.0,0.99
905b3f31741f5b748b242775fe84e3f5,0.626,0.0,0.57
49b7d0b9ce3ba5492835ad7c6d2d336b,0.616,0.0,0.84
bc1f49e94d02558c661366ceb96df2d1,0.448,0.0,0.85
6a6423112ec1882ab01a78c9dcf2aac5,0.593,0.0,0.88
5880081cd3de1619cd431a75d9052dfc,0.449,0.0,0.75
ae1e90324c5317faab3b96e5c4032c8d,0.576,0.0,1.11
c5844059742b2378400584228d00478e,0.543,0.0,0.8
7a9d897c29b40862c49201ef666c2938,0.654,0.0,0.79
b47bf08a583c2841f0b31e14d72c5a2d,0.501,0.0,0.68
2e08eecb51f9d284392324680c3f8d37,0.586,0.0,0.96
5917ef1794f59a02644b5e89272e137f,0.402,0.0,1.18
6e5372c99b57ce166ed02357d168e500,0.337,0.001,1.02
57070b6d4bfcb7d89543a2096c297476,0.566,0.0,0.96
c9f624f6562f9944e8e164482976d3d8,0.256,0.01,1.15
4dec9aace8b884744fe030c05d31a1c7,0.613,0.0,0.66
19e4e1af398a738de056213424b78eef,0.569,0.0,0.95
0db7796b59a07d0857b76ef9e6745e7f,0.373,0.0,0.83
b75b3247a7c87921076918f83c95e890,0.503,0.0,0.92
65fe098f881019caaa81270d6b3f65a2,0.496,0.0,0.69
74044e42966f26ee428ccf7bcd597bcc,0.567,0.0,0.97
92e202b977dfda87c92dd863a53c1bbd,0.368,0.0,0.93
47bed7943dbe56815b040e2c6c21bce9,0.228,0.023,1.15
dc7a84e8f807724680fbe499f367c78c,0.587,0.0,0.64
d453b26dfd348fdb99e909df7d8bec39,0.51,0.0,0.78
67da161cd9cc64d374d2728e006de751,0.438,0.0,1.07
f44f5914647454f2437c9fe1086517b8,0.549,0.0,0.75
6b7215bb4e81628cf15e8711e28187c0,0.431,0.0,0.64
5ad10ff2392cbfca1debcff8624c1639,0.338,0.001,0.95
cad23a13806a9a7af2964ea7f984f32d,0.32,0.001,1.24
883e2f955ad3c955949add79616b8515,0.33,0.001,1.12
f97fafee0e73641912cf5f0534c997cf,0.538,0.0,0.98
f97231d81f6feb637f131feb273b39c7,0.38,0.0,0.99
14610103cb4221bfa6705300c763acf9,0.463,0.0,0.76
a5a5e28e2537576bec004725d1499a8f,0.398,0.0,0.94
bff6a34f2faac5cef5e52b344dfcd135,0.392,0.0,0.98
d5973c7f96e5041ae5a43c1b4a6c4d50,0.533,0.0,0.91
8b5fff1fb7c632532b823ebf92f121ee,0.291,0.003,1.15
f8249493f16a1370dd53a36a51ffe010,0.557,0.0,1.03
cf049b49628bd911751f06b47b19e6c7,0.587,0.0,0.72
997ada9200d0768f7cc902404d154fc9,0.557,0.0,0.92
dc29e02e94ebca4b868ce227fb591cf1,0.453,0.0,0.79
81225103c421dc24e2d1e3bec612181d,0.582,0.0,0.97
f92f51a2b04647ef6972b4d4ae462476,0.59,0.0,0.95
5a6f8fa7663e0e67502793fc9006e6b1,0.416,0.0,0.78
b5f7d8298ba505a2e133f61b633402a2,0.541,0.0,0.89
b83520f3976c85dc95689d7e3545ee75,0.53,0.0,1.07
e275e8309b9c0a55e51291d80017f8d6,0.353,0.0,0.84
3c31a64aa2b6d7957cda3aa6d83dc647,0.295,0.003,1.08
0bbe66d357a0faad0afff6a1de13e9b0,0.459,0.0,1.01
eeb19553ffc077776ba9079e7556938b,0.53,0.0,1.11
d2325072cacf52c6b97bfbe4ca738a13,0.707,0.0,0.68
9fe6f991ed1d677a1651524b84bdc2c3,0.551,0.0,0.99
0cafa1520d5f07344f539b3efe838bef,0.655,0.0,0.89
791bd6143b5476b98be4c566b4c86815,0.559,0.0,1.11
320f5a63ecccadd993853fb5e7203c63,0.711,0.0,0.87
5720326f45e5ef3292f99a38d997a0ae,0.294,0.003,0.89
936c2305a54bb84c1124f7e971885c1b,0.51,0.0,1.02
1b3cc0a2283ae955e9629f7244cca000,0.224,0.025,1.02
e652902252ff0eed8501e3f71810eb48,0.447,0.0,0.88
5d79f4ab013a8427176212949a8bd22c,0.579,0.0,0.68
9274cf88555be8df6131008fdadc19b7,0.096,0.344,0.8
3025290ebd93ef89e7dc420425f75ff6,0.239,0.017,0.91
548310821ae6cc8defc38b098ea5f026,0.18,0.073,0.85
7d0d530932506a51d4e0db3849fe59db,0.507,0.0,1.08
4f9a2fa340f5b4aa7fbd6c2abcc74aa3,0.463,0.0,0.75
e201411b0d411c5ffd39f449c04ef73e,0.576,0.0,0.88
bbdef4de9fb2323262979d77e3ad8f7f,0.556,0.0,0.94
c91994e2e26c8dffc1baa81a948d1620,0.247,0.013,1.03
b85515c1a6c91c0d7175eb6dc5d0914e,0.393,0.0,0.73
41bf4f5085579e05a628ba3f5bc185bd,0.608,0.0,0.74
39c4c06980c074bc9d2750ca04e1d369,0.551,0.0,0.95
c7c8f474f249521e42393027ed203bbd,0.427,0.0,0.7
f1810e6e4c669006c5e73209e083eee7,0.521,0.0,0.65
2e18e9396496560d800f185e1d68d16d,0.546,0.0,0.89
570c16931bec66f5b9177820f8e8e505,0.479,0.0,0.89
17ebbe5076074bfafbf754a2520a67ac,0.475,0.0,0.78
03d55f559e4a62967ae502d89dd7c57c,0.485,0.0,0.76
c5ccb919db79117d0ea794ee1bd88795,0.536,0.0,0.73
b4dedf904f38747de60e33b2d44b753c,0.491,0.0,1.06
15a83d3a29dddb4dd942804c3a6b4edd,0.442,0.0,1.07
184ed7a0e22103da6e2c1423aa464978,0.768,0.0,0.73
db494da9a654ee11d36a7986970318d1,0.393,0.0,1.08
2c355a1ed7b9f1414376f02c88f7e216,0.388,0.0,0.57
3a002baced64f01404d9d834e2d93fb7,0.579,0.0,0.51
2c1641ee8cca5607bc36087c973108c2,0.391,0.0,1.17
31e66bd5fea5661cb8b3d841c34775ec,0.635,0.0,0.84
a58ce2773f36a5f6e86bbcd14fe2ffdc,0.341,0.001,0.65
bf04ae8e472dd662f7cfee1ebd968ff3,0.46,0.0,0.9
da7fae238e790caa95f19e34413f24b7,0.419,0.0,1.03
ff40818de4c58fc1b0e424aec47483d1,0.299,0.003,1.21
b59ae178d685b00b9dd711a3dd8d1f87,0.317,0.001,1.19
8e1623d00b3c2d8a00e2b7a85314256c,0.452,0.0,1.0
b1a5a554c5a88fa4364526281b55f0f1,0.625,0.0,0.88
cea00424ced413c108d878b1a14f3316,0.392,0.0,0.89
d04546d71a34fa58f1d0a541f0776844,0.659,0.0,0.89
85852d6a834a506bc07b4f40ea5bae31,0.548,0.0,1.08
83196d8b911ff10cc24e0a1d2c66a999,0.331,0.001,0.97
044d57a61c5f78ba1c29382d4762b1b4,0.446,0.0,0.98
64463aa93c9145fa0724a9e89ea7be2a,0.754,0.0,0.84
ccb5ec182c26f8adb6d3df311a51a171,0.468,0.0,0.94
3238efe4fd0b44c5dfb71d68d758429e,0.265,0.008,0.87
7f6a081ac62568e0625fee9aed2b73ac,0.44,0.0,0.95
be8183cdb04c29f5a98a06bb589217ea,0.445,0.0,1.1
fd06cf5858bf079796e99e1b0cf53698,0.337,0.001,0.82
1e0444f968f0b00222ffb4e04387b104,0.569,0.0,0.74
44d78ba2745cc2414d603fba3ce8601a,0.338,0.001,0.94
42e927f127e14c7ad3b1a2d96a1992dc,0.512,0.0,0.95
b62c59457d3c04e56cd19e825875ea5c,0.197,0.05,0.88
8fe446e1a875dc53f5e4d2342a07ccad,0.272,0.006,0.82
452407497ab19f530ef780580a076af4,0.422,0.0,0.89
215e9d363c16011edb50a85ae77374f5,0.482,0.0,0.87
c2dcafd843e080e5d53b630bbe88e172,-0.065,0.518,1.3
bcc5c7ca5c3b1158a2554c2db18459b6,0.582,0.0,0.95
1ed03d6bb44eba5a0c1a54130a643a4c,0.4,0.0,0.82
4d9cdf15ce4fca064e5693eaac825a9b,0.494,0.0,0.85
a0d9dce52e788d985170f0f01bb734c7,0.338,0.001,0.99
972993976728bec391926feb8655cfd4,0.512,0.0,0.79
543a1fcac76226d385ce838a395c2fb1,0.331,0.001,1.27
e7a11ca70e56e7076e3f243037ffefa2,0.66,0.0,0.95
bd5a8ea1a302f2bfce333702d89c0dbe,0.528,0.0,0.76
07cdbaa5114ad44837a14a858b7fa4ab,0.577,0.0,0.55
06dd3cf1bfcadd4d0d330b2dc0caa605,0.458,0.0,1.06
69c577d35eb78b0edfcb1381782cb892,0.642,0.0,0.88
3c164987dcd2f7047eb5d78ead1d7c78,0.61,0.0,0.82
0d44b4996f9a49b542cbf377ad7ba454,0.48,0.0,0.93
5d5ca23a25f8d6ad96d9d2ea28253fad,0.279,0.005,0.96
2eedcc9edd76d99e6943095e45fc02e9,0.481,0.0,0.86
1c4accc9414fd84641fc5a78df93ea17,0.468,0.0,0.8
a78209df132dfd502a52a6495b427218,0.38,0.0,1.03
0aa1ddc0b73cdb6b045b090f17b1b015,0.65,0.0,0.76
d38567fb8d43004b1db66b6ffe899cbf,0.559,0.0,0.67
beb4721e59a543dda677369449136ff2,0.624,0.0,0.96
0ae4ad4d54c544c24efca65dcf6cc0bd,0.517,0.0,0.83
f3fe7c2c31441e7b762704b8bcafd3b8,0.013,0.895,1.1
ce70c77da0858d63f99f9f0544879ea9,0.621,0.0,1.0
7528c5b2b8ed44998c386b5ff2e5af4f,0.284,0.004,0.94
3f6270be75862f88634bce4211387e7a,0.523,0.0,0.91
5061ea9036a10cc2161fcbb35b04af9d,0.42,0.0,0.8
9d12c108898ac738e215a40f63e52b8f,0.429,0.0,0.93
1720d874ce2320ed2e614b687eb5ada4,0.605,0.0,0.74
f5ba8776108d3df88a7aeab2d897cdbc,0.154,0.126,1.1
73b8a1a7f2556d4d08bdbb8f6418087f,0.535,0.0,0.85
a26bb7e982496f541cf527cea2db59ac,0.568,0.0,0.89
69d136c8d8dc113c3aee4835e941798d,0.237,0.018,0.98
ac258127adabcc36e33a84b897d6ce92,0.366,0.0,0.92
e088ae3233820aed4f36af64f9e51783,0.346,0.0,0.98
245010d8c451af468ce906e2be32f7e9,0.511,0.0,0.97
19126ee13926bc24440970aa5da1f8c3,0.66,0.0,0.81
036e2a8959afc32d356d07471a65409f,0.604,0.0,0.66
96d764ba21bc02c94c908f9806a3c867,0.382,0.0,0.72
60796841bfed4cab330e2768bef60e40,0.396,0.0,0.77
23670e5227224d2ddf587a899a80f598,0.546,0.0,0.84
249ecb48174fbaf7318ee8babfe7caf8,0.571,0.0,0.95
8436ecbb518aa2f46a83a8756276944b,0.457,0.0,0.96
51677f4f6427aa81260235c6bdf81862,0.666,0.0,0.67
c6e91c72f3e7d46b7ff53b1d71a10c7e,0.604,0.0,0.83
93ddf253344ce027a5c17ea67b45f6d5,0.651,0.0,0.75
8827b240f67ba933e72dffe0b81e3634,0.606,0.0,0.82
34604b661325f54e41af33788bd5127f,0.227,0.023,0.71
c4441b4144d23e786cee70ba90a8d5e4,0.548,0.0,1.08
ab9faa3b1c56b043e99d3d2559396539,0.285,0.004,0.91
ec4d18675cf61e4ce51e709742c6f167,0.249,0.012,1.45
0397325b8069bba4df658a8f584d8dba,0.458,0.0,0.72
4927a0cfd9f7cd1c6ee789356f2b32fd,0.67,0.0,0.83
31f668a18d34b452e5d11d6304b736c4,0.627,0.0,0.79
3d761a0d2ffa556d5ce66c4d6cc1a784,0.371,0.0,0.94
1767e34921ea1219a84009062316be4a,0.438,0.0,0.56
d4cf89fd9dbdb29cbbb051450d946ec9,0.353,0.0,0.93
79f33b896538f4548d334ef5a4f208ce,0.616,0.0,0.86
a259bec7c11dda334da1ac29c6a2c0ce,0.133,0.188,1.11
444e4705f55e835edaba5c36dc8e7bfc,0.386,0.0,0.97
62189ca8cac19c1fb1cec0433140d854,0.492,0.0,0.74
0df0f5dd7914b20766305f0c300ba2c5,0.438,0.0,0.88
bd46c644fc8643dd604706248725f50f,0.247,0.013,1.04
a2f86fb8c9e904669fe402aabe13c0f8,0.426,0.0,0.81
0356d6c498929607219a39ead3a1c269,0.477,0.0,0.9
40773224250799fc22cdcdf2a4d3cc82,0.517,0.0,0.96
c50038231009154a8d5dd13c6319c69a,0.342,0.0,0.95
5560cc937ec3d016eb1adba2714e2ef7,0.604,0.0,0.65
a8042e602453c790f72b37d0b8b49eeb,0.419,0.0,0.84
2da1bbf68948ba4909dadc0d4a644eeb,0.5,0.0,1.14
6d2f67c4067b511e95752cb3cd833d3b,0.485,0.0,1.01
d34daf88fd9cb3e0860ba58be9f70f79,0.659,0.0,0.6
e5f1ed443ae5839107fd4c087fb801be,0.444,0.0,0.86
bf47a10e6f0cf9a32ae9ad3db18856a2,0.443,0.0,0.77
b5dc6dff69049d7f502c4822afe33861,0.13,0.197,0.97
2518a67275ed584664133d8490e4b9b2,0.555,0.0,0.87
071f91e5a09758f0a8bbb291209f7245,0.418,0.0,0.8
1f9b63249c3e5812cdda76c61af074c1,0.52,0.0,0.73
2b8dd483c95b0ac04686d421f07b66c6,0.399,0.0,1.12
c4906d4d9fc0f873bc6abbedab08de67,0.453,0.0,0.74
3e5d2b762ac74118ee5784e3d6f6f5e7,0.492,0.0,0.84
fb8d1f2227f595a8cba4727df4c47bdc,0.517,0.0,0.87
8ba735beebd90beeca247b7fce9e12b3,0.394,0.0,1.11
e068f5b5c8f3dc5afe97d2f457de734b,0.265,0.008,1.3
6fd9ec34cec23cc3d50ccb34db8ca0d7,0.656,0.0,1.01
0d5974b060c2ad66582e4cd2aa8c2367,0.222,0.026,1.02
c8970f48295a8ae00a46ad6c1282c573,0.619,0.0,0.84
74f7bd13c33957ecd985dc5cd951dd14,0.658,0.0,0.96
